fips,state,county,Confirmed,Deaths,Smokers,Obesity,Food Environment index,Exercise,overcrowding,Diabetics,Insufficient Sleep,Traffic Volume,65% Above Population,Rural Population
1001,Alabama,Autauga,19,1,18.08155718,33.3,7.2,69.13012406,1.201923077,11.1,35.90540606,88.45704042,15.56266974,42.00216232
1003,Alabama,Baldwin,78,1,17.4890326,31,8,73.71354895,1.27079175,10.7,33.30586814,86.99742988,20.44334975,42.27909911
1005,Alabama,Barbour,10,0,21.99998453,41.7,5.6,53.16676986,1.688596491,17.6,38.56316713,102.2917622,19.4204413,67.7896347
1007,Alabama,Bibb,17,0,19.11419989,37.6,7.8,16.25136374,0.255319149,14.5,38.1488654,29.33558001,16.47321429,68.35260746
1009,Alabama,Blount,15,0,19.20867197,33.8,8.4,15.63448589,1.891367604,17,35.94501042,33.41178196,18.23651452,89.95150204
1011,Alabama,Bullock,6,0,22.89466401,37.2,4.3,2.501374382,0.112517581,23.7,45.02063587,4.0665382,16.38390215,51.37438153
1013,Alabama,Butler,8,0,21.76533496,43.3,6.6,48.57974889,1.693811075,19.2,41.9110839,19.3110679,20.29979675,71.23215735
1015,Alabama,Calhoun,61,0,20.61256038,38.5,6.9,47.7212158,1.542045707,17.5,41.31434398,109.8991631,17.71747596,33.69682556
1017,Alabama,Chambers,212,8,19.39292705,40.1,6.4,61.86467923,4.036101083,19.9,37.26657479,20.27158691,19.52104715,49.14803449
1019,Alabama,Cherokee,9,0,17.49867379,35,8.3,33.42952788,1.5,15.2,35.35507081,25.90888704,22.97172711,85.73627304
1021,Alabama,Chilton,33,0,20.18897906,37.7,8.1,46.29379282,2.888086643,18.6,35.17456926,28.80120495,16.78481643,86.74472424
1023,Alabama,Choctaw,10,0,18.79324829,41.3,6.4,28.93426654,1.348920863,17.4,38.29117428,17.1898326,22.99665135,100
1025,Alabama,Clarke,19,0,20.57965532,34.1,5.4,25.27000348,1.507064364,22.4,40.84477971,66.28763227,19.87040134,75.98033523
1027,Alabama,Clay,14,0,19.62035415,40.6,7.8,63.78122308,0.91332712,13.5,38.54052487,37.23049033,20.72316384,100
1029,Alabama,Cleburne,12,0,18.37446577,37.3,8,41.48410366,1.713796058,12.5,33.50478468,41.33377646,19.45019017,100
1031,Alabama,Coffee,36,0,17.44475759,34.2,7.5,53.72387283,1.393548387,16.1,37.30473188,58.32119681,16.95467067,47.19508289
1033,Alabama,Colbert,10,1,18.65882106,30.6,7.4,55.73234365,0.678579507,16.2,36.95078304,80.77685451,19.92987838,43.89468656
1035,Alabama,Conecuh,5,0,21.10751297,43,5.6,37.01995767,2.043222004,25.9,42.32037304,34.49578404,22.49735277,80.94950106
1037,Alabama,Coosa,18,1,20.39996562,40.3,6.9,6.421700321,1.664684899,20.8,36.80937197,24.29286885,23.15445637,100
1039,Alabama,Covington,13,0,19.24945154,31.7,7.6,50.23434397,1.581027668,15.3,35.91244884,42.46334895,21.06202347,69.65179399
1041,Alabama,Crenshaw,3,0,18.64692957,38,6.2,22.35006472,0.718894009,18.2,37.55186144,57.6469532,19.01765046,100
1043,Alabama,Cullman,39,1,17.90107122,36.9,8.2,41.65360794,1.753539254,19.3,35.37426646,51.37029012,18.51106158,73.23955924
1045,Alabama,Dale,12,0,20.05739493,37.2,6.7,46.38713657,1.463155094,15.8,40.84584768,41.48575449,16.89271999,50.88853953
1047,Alabama,Dallas,14,0,24.08899101,43.1,4.6,59.63715199,4.440993789,15.9,42.32435318,60.7083347,18.06577917,45.63897764
1049,Alabama,DeKalb,28,0,21.02827079,29.2,8.2,45.03789956,2.881902459,12.8,35.81592162,53.00399897,17.26132941,90.1306445
1051,Alabama,Elmore,37,0,17.45250185,34.3,7.6,51.73070376,1.142263759,15.8,38.42432624,57.06195387,15.14281876,54.18836614
1053,Alabama,Escambia,10,0,22.41258458,39.4,6.6,48.13017041,2.29035833,18.8,39.74832963,35.83380504,17.94927615,63.51157389
1055,Alabama,Etowah,78,7,20.1473986,35.5,7.1,49.49439816,1.619433198,15.7,40.83559392,140.0436571,19.01152184,37.48348176
1057,Alabama,Fayette,4,0,18.00159326,41,7.9,34.16275158,1.386861314,23.3,38.91526204,34.0756081,21.12821761,80.23316513
1059,Alabama,Franklin,10,0,19.25058304,34.3,7.9,58.14723694,4.104318085,14.8,38.42066779,40.9263719,16.88613972,70.36651527
1061,Alabama,Geneva,1,0,20.00360328,38.7,7.8,20.20530049,1.689347724,16.9,36.92114575,44.82286424,20.29718021,89.64165734
1063,Alabama,Greene,18,0,24.63281871,35.5,3.2,6.224433389,3.220611916,14.5,45.23545272,35.06579969,22.31264424,100
1065,Alabama,Hale,15,0,22.07729134,40.4,6.1,29.89847716,2.840336135,17.8,41.79543606,42.62149223,19.21091946,89.16878173
1067,Alabama,Henry,13,0,18.42984544,36.3,7.9,25.30921281,0.878477306,16.6,38.11461866,29.3180034,22.72066942,87.75286094
1069,Alabama,Houston,47,1,19.24978279,38.1,7.1,66.54455572,1.219357297,13.5,37.04631197,139.9573014,17.79855236,33.80405133
1071,Alabama,Jackson,26,2,19.95892088,38.7,7.9,47.19033573,2.030584106,16.5,38.04265797,29.91325272,20.04986856,77.01730325
1073,Alabama,Jefferson,617,15,17.62204526,34.6,6.3,78.62774995,1.375226817,12.9,36.34513264,419.0718469,15.85727287,9.833765145
1075,Alabama,Lamar,8,0,20.430552,35.7,7.8,10.3131008,0.981697171,18.8,37.87654685,28.62064269,21.65559087,100
1077,Alabama,Lauderdale,22,4,16.6560043,32.5,7.6,65.49202343,1.212200209,13.8,35.05816101,108.4593976,20.09265373,49.29510619
1079,Alabama,Lawrence,8,0,20.18764616,32.6,8,48.98511896,1.561561562,19.3,38.71894829,30.07263451,18.66371332,91.28978712
1081,Alabama,Lee,250,9,17.56014041,29.9,6.4,67.74904276,1.986183074,9,36.5670481,120.0342777,11.88293349,27.40949896
1083,Alabama,Limestone,37,0,18.17335659,33.9,8.1,60.96736005,2.02650039,13.8,37.39478359,49.28410276,15.18913636,57.60914208
1085,Alabama,Lowndes,16,0,22.61591119,46.9,4.6,4.867687406,1.155660377,13.9,42.73863118,11.47899036,18.84900742,100
1087,Alabama,Macon,17,1,21.4146964,49.6,4,31.33973522,1.579279848,23,45.89316797,14.69893108,20.36986821,55.54726832
1089,Alabama,Madison,188,3,16.8201727,32.9,7.5,69.31343355,1.250446588,13.5,36.15362162,199.0231982,15.04014799,16.44151477
1091,Alabama,Marengo,24,1,21.35600035,42.2,5.5,42.9352737,1.226993865,17.6,39.26068391,81.48256346,19.60033568,69.31564179
1093,Alabama,Marion,57,4,19.06020361,36.8,7.9,47.03340265,1.281537845,20.4,37.53765331,56.10522612,21.23777845,88.85495191
1095,Alabama,Marshall,103,2,21.01785348,34.4,8,54.41898967,3.206616367,11.8,35.71209728,64.65492116,17.0379465,53.26868704
1097,Alabama,Mobile,491,18,19.36996915,36.3,6.4,70.21758291,1.93504473,14,37.29141239,252.6236452,16.20298871,20.02024252
1099,Alabama,Monroe,7,1,23.25753896,41.8,5,51.5432634,0.637402285,18.4,38.05333372,32.16607277,20.29240044,79.0445639
1101,Alabama,Montgomery,149,5,19.68315291,37.7,5.5,73.78478656,1.844262295,13.9,37.11891253,359.0638711,15.13666987,10.49123006
1103,Alabama,Morgan,41,0,18.85570615,32.4,7.9,59.2292242,2.047005307,12.7,37.51680578,123.4341194,17.46844797,38.59737217
1105,Alabama,Perry,6,0,26.00308857,43.4,4.9,52.72401095,4.0625,15.8,44.0162448,23.58911052,19.40919037,100
1107,Alabama,Pickens,23,0,21.19912304,34.9,7.1,5.884736149,1.679790026,15,40.24090013,32.21552423,19.02397432,100
1109,Alabama,Pike,21,0,20.60465618,36.2,6.2,51.41797623,1.875,12.3,39.09668052,66.9725804,14.95890575,51.67938235
1111,Alabama,Randolph,40,4,18.99835753,37.4,7.2,40.66687034,3.912543153,16.5,36.35385851,35.99272185,20.3520352,81.34246934
1113,Alabama,Russell,28,0,21.79131984,45.1,6.6,64.34925492,2.843071413,19,41.24697987,222.4574631,14.32997006,35.4089939
1115,Alabama,St. Clair,43,0,18.33530128,36.6,8.4,42.33249196,0.879673264,13.8,36.63076878,49.02261426,16.6174315,72.79676528
1117,Alabama,Shelby,230,5,15.56115747,35,8.6,83.69838788,0.941532789,10.5,36.70310007,113.398369,15.33886244,22.94487019
1119,Alabama,Sumter,23,0,22.49191497,42.8,4.6,36.32202282,0.758196721,20.5,43.27665962,13.28757265,18.01276495,100
1121,Alabama,Talladega,38,1,23.15986226,38.8,7,48.02104726,1.414494596,16.3,42.18156803,69.26434692,18.00120259,55.81533825
1123,Alabama,Tallapoosa,107,7,18.18006719,36,7.2,68.80526721,3.641370869,15.9,41.19439254,44.02404593,21.5596217,74.22625913
1125,Alabama,Tuscaloosa,120,0,17.8726324,34.6,7.1,75.66065264,2.065587734,11.9,37.90466333,229.9536261,13.27981772,25.50807579
1127,Alabama,Walker,84,0,22.68098456,39.6,7.5,43.98490071,1.706687835,14.2,39.47672409,27.61099578,19.3231938,74.08799964
1129,Alabama,Washington,12,1,20.79009208,32.9,7.2,18.28678687,1.635322976,16.6,38.75590021,15.06212316,19.11100256,100
1131,Alabama,Wilcox,31,0,22.06663015,47.7,2.5,5.741216795,0.606860158,19.9,43.28828118,15.95919482,19.44104639,100
1133,Alabama,Winston,4,0,19.6479681,37.8,8,76.37232478,1.695813461,19.5,36.49100341,18.87575746,21.55959425,84.89217448
2013,Alaska,Aleutians East,0,,16.64681092,50.5,5.3,100,2.53164557,12.6,35.90732098,0,9.217638691,100
2016,Alaska,Aleutians West,0,,15.14282335,44.3,7.6,100,11.30801688,9.8,34.42104981,0,6.884501136,100
2020,Alaska,Anchorage,131,4,15.04143203,31.8,8,100,4.120224826,7.8,29.73926991,462.5720672,11.09049249,4.117179415
2050,Alaska,Bethel,1,0,30.4180171,31,2.9,100,36.00439078,6.1,35.17538821,4.727448125,7.696530523,73.93757715
2060,Alaska,Bristol Bay,0,,18.13764363,41.8,6.9,100,6.111111111,14.9,31.39145517,0,14.48118586,100
2068,Alaska,Denali,0,,17.5746877,25.3,6,100,6.95035461,4.9,29.99909218,5.399698928,11.89898009,100
2070,Alaska,Dillingham,0,,26.93081718,35.6,4.8,100,21.45454546,10.3,34.9436369,0,9.4,100
2090,Alaska,Fairbanks North Star,79,2,15.85357887,30,7.7,100,5.565783883,6.2,30.20848831,107.7802173,10.31009084,30.87076378
2100,Alaska,Haines,0,,16.1178286,27,7.6,100,10.68376068,7.4,29.51001767,9.078267663,22.06952304,100
2105,Alaska,Hoonah-Angoon,0,,20.0737377,32.2,4.3,,4.071856287,14.4,30.84262071,0.207254105,22.45467225,
2110,Alaska,Juneau,17,0,16.58487086,27.3,8.2,100,4.448105437,6.5,31.18113869,95.18246715,13.38398779,21.54436451
2122,Alaska,Kenai Peninsula,14,0,17.33815308,32.7,7.6,100,3.980446927,8.4,30.31842978,42.99424579,17.40556609,79.33754513
2130,Alaska,Ketchikan Gateway,15,0,16.93510011,38.2,8.1,100,4.318618042,9.2,31.82392982,0,15.53384107,23.18765304
2150,Alaska,Kodiak Island,0,,15.43897324,34.1,8.1,100,8.505997819,8,29.34238286,0,10.33345822,31.31989406
2158,Alaska,Kusilvak,0,,41.00094861,23.2,1.9,,51.58501441,4.7,37.63225084,0,5.97374443,
2164,Alaska,Lake and Peninsula,0,,28.30118877,37.8,3.5,100,9.361702128,9.5,34.38953129,0,10.20793951,100
2170,Alaska,Matanuska-Susitna,14,0,17.50057946,34.4,7.6,100,5.333981842,8.7,34.53830633,49.42010632,11.90781526,50.29383673
2180,Alaska,Nome,0,,31.53057287,40.3,3.5,100,29.51388889,7.4,35.60215423,10.60126287,7.73381295,66.05562579
2185,Alaska,North Slope,0,,23.85108657,40.1,6.9,100,29.95049505,7.6,33.56203351,10.14189516,6.81726094,59.33191941
2188,Alaska,Northwest Arctic,0,,30.51691785,42.1,3.4,100,38.05774278,10.8,35.20411423,0,7.313257724,57.46377775
2195,Alaska,Petersburg,1,0,15.18753835,25,8.3,,2.591093117,8.2,28.0942693,38.24756535,19.09344924,
2198,Alaska,Prince of Wales-Hyder,1,0,22.27222789,44.9,6.3,,5.739514349,13.6,33.07834928,0,17.06633448,
2220,Alaska,Sitka,0,,16.25045499,26.6,8.1,100,3.423680457,7.9,30.07379916,0,15.73956285,20.87602747
2230,Alaska,Skagway,0,,15.58438516,32.6,8,,3.720930233,6.2,28.37188813,59.93488363,14.54703833,
2240,Alaska,Southeast Fairbanks,1,0,19.61017034,32.8,6.1,100,7.913669065,9.5,28.12695807,5.192781583,14.52732004,100
2261,Alaska,Valdez-Cordova,0,,16.59062272,34.8,7.2,100,4.258943782,11.2,29.7949753,8.645840405,13.70580533,100
2275,Alaska,Wrangell,0,,17.38448445,42.6,7.5,,2.105263158,13.8,29.19640123,0,21.89372753,
2282,Alaska,Yakutat,0,,19.87994674,31.9,5.9,100,6.530612245,7.8,33.35269154,0,19.53642384,100
2290,Alaska,Yukon-Koyukuk,1,0,29.69143357,30.5,1.9,100,15.90909091,9.1,34.53122622,1.91767388,15.2055566,100
4001,Arizona,Apache,89,3,21.51310702,33.5,2,19.29444336,14.39276486,16.8,34.94037892,14.33012069,15.29700075,74.06107553
4003,Arizona,Cochise,16,0,14.99584566,29.8,6.8,59.66607282,2.904732887,10.5,30.93368862,36.7815016,22.34440325,36.30106741
4005,Arizona,Coconino,253,21,15.99018603,23.8,6.1,82.8761875,7.357753616,7.5,30.63310324,106.3763882,12.49877497,31.46606557
4007,Arizona,Gila,3,0,17.62810473,30.8,6.2,91.50698733,3.876693134,15.3,32.42381874,120.0981509,28.77396129,41.06199974
4009,Arizona,Graham,2,0,17.53449299,34.8,6.3,55.59914025,7.237746221,9.9,29.29763508,13.15036671,13.94725783,46.43739925
4011,Arizona,Greenlee,2,0,14.26994985,29.3,5.8,46.1419936,5.462822458,11.7,34.04365561,3.939573537,13.16039228,46.56868555
4012,Arizona,La Paz,4,0,15.5210102,30.2,6.2,39.05998341,5.718954248,14.1,31.53598945,111.6084113,39.27860461,56.32778564
4013,Arizona,Maricopa,2020,52,13.68639825,26.9,7.7,91.60261527,4.410781531,8.9,34.26794227,885.0461576,15.17369544,2.363799695
4015,Arizona,Mohave,40,2,19.35284304,31.8,5.8,58.57052941,3.810335383,13.6,33.23755135,64.46676505,30.31543784,22.96364381
4017,Arizona,Navajo,345,8,20.61197836,34,4.6,56.34766261,9.166911118,15.4,35.41784351,65.46759656,18.1176151,54.13824233
4019,Arizona,Pima,668,29,14.91646119,25,7.5,87.84632288,3.963175599,8.4,30.90993482,1864.797915,19.75366505,7.523491145
4021,Arizona,Pinal,168,4,16.2744735,32.6,7.6,66.04864678,3.69648318,12.8,35.49079084,63.8315054,20.38050893,21.90462251
4023,Arizona,Santa Cruz,10,0,14.57144926,26.9,7.8,66.6617461,5.823680824,8,31.43252488,167.7096241,18.10539442,26.88317166
4025,Arizona,Yavapai,65,1,17.06533007,23,6.8,84.5303815,2.68072128,10.7,29.89418785,63.22591351,31.58629786,33.19717769
4027,Arizona,Yuma,17,1,13.32703585,36.9,6.8,83.55359615,6.281283046,14.1,29.77412231,70.88419927,18.77545633,10.42957635
5001,Arkansas,Arkansas,2,0,20.0832304,30.6,5.5,47.95204795,1.093038387,19.3,36.1572473,39.57587172,19.60718105,34.70739787
5003,Arkansas,Ashley,11,0,20.45206693,42.6,6,50.06177642,1.738609113,15.2,33.27037939,26.06248071,20.3581762,51.6816913
5005,Arkansas,Baxter,4,0,16.24281588,33.7,7.7,65.1193602,1.495016611,17,31.74083172,77.13282186,30.89934886,65.84202539
5007,Arkansas,Benton,59,0,16.51315672,29.3,8.2,77.30449672,2.846105777,9,30.30248546,108.4527881,13.41009802,25.16004861
5009,Arkansas,Boone,3,0,19.90299442,34.4,7,53.95767282,2.55290561,14.5,29.64911616,69.00429058,20.65901814,62.19819527
5011,Arkansas,Bradley,7,0,21.76763047,46.4,6.5,66.99687174,4.395604396,16.1,38.02559826,5.333724197,18.96852345,49.59158846
5013,Arkansas,Calhoun,0,,20.62485566,29.4,4.6,10.58122206,1.201923077,17.2,35.63525329,32.4142303,21.54633314,100
5015,Arkansas,Carroll,2,0,18.37273365,27.7,8.1,52.2444072,4.459770115,8.5,34.32681775,48.57765062,23.18676257,72.83392844
5017,Arkansas,Chicot,6,0,23.10340952,38.8,2.9,29.42372881,2.28050171,9.7,37.48387529,46.91200171,20.32956505,54.27966102
5019,Arkansas,Clark,27,0,19.33947371,26.9,5.1,66.87975647,2.276607854,14.8,33.23600688,127.7657398,16.71275101,54.37703849
5021,Arkansas,Clay,1,0,20.33319098,42.6,7.1,52.17931978,2.323780016,15.4,32.40768564,53.99522798,21.41173301,58.85717839
5023,Arkansas,Cleburne,70,4,17.40939805,36.6,7.6,65.79129765,1.833976834,11.7,30.65829619,8.28038174,26.7854997,75.52175587
5025,Arkansas,Cleveland,8,0,19.03855979,35.5,7,1.242950857,1.19760479,17.1,33.30169139,8.025015069,20.99027189,100
5027,Arkansas,Columbia,3,0,20.47642494,36.4,5.9,41.73183447,1.943277311,16.3,37.42275777,26.94343703,17.42363088,57.48615184
5029,Arkansas,Conway,4,1,19.00093382,36.8,6.9,42.91355239,2.811004785,18.5,34.07768628,63.10870705,19.60174238,70.51661731
5031,Arkansas,Craighead,36,0,20.76292084,38.2,6.7,64.56663522,2.34375,13.9,31.3895805,125.1639964,13.84513348,32.16822372
5033,Arkansas,Crawford,4,0,19.00417714,35.2,7.4,74.44953832,3.757961783,15,34.10747445,161.193995,16.63407249,51.9613224
5035,Arkansas,Crittenden,115,2,23.311338,41.3,5.8,73.01677734,4.082184374,19.6,36.32218693,248.0298137,14.14504985,20.887195
5037,Arkansas,Cross,7,0,20.48800941,38.9,6.7,49.72579743,1.49142431,16.9,34.31668546,103.9585469,18.76948909,56.7879127
5039,Arkansas,Dallas,1,0,19.21190612,38.5,5.5,18.48201084,0.745341615,7.7,36.29400381,85.39780124,23.18295739,52.63676688
5041,Arkansas,Desha,6,0,24.25184846,37.9,4.1,59.86316113,1.148325359,13.8,39.95325075,70.73911858,19.00625434,31.41912669
5043,Arkansas,Drew,6,1,20.83169978,40.8,5.8,39.98595278,1.127554616,19.4,36.77830222,69.63684537,17.49781755,48.60878492
5045,Arkansas,Faulkner,58,2,20.53501532,35.2,7.2,55.17807784,2.163406214,9.6,35.05157956,125.7225863,12.48497668,38.7602992
5047,Arkansas,Franklin,2,0,21.15018395,34,7.4,65.89793103,2.625368732,13.1,32.6137279,37.77086814,19.33183605,82.60413793
5049,Arkansas,Fulton,0,,20.01211508,27.7,6.5,44.32013067,5.534351145,13.9,32.48421343,38.6612777,26.25315837,92.919559
5051,Arkansas,Garland,102,0,19.41584472,29.5,6.6,78.00237441,2.552347912,15.1,34.56161551,188.3978228,23.83363253,36.90327418
5053,Arkansas,Grant,10,0,18.22224582,35.7,7.8,26.58376743,1.819505095,16.6,32.63070005,54.44521296,18.00637783,75.02940682
5055,Arkansas,Greene,6,0,19.62221678,36.4,7,40.1164172,1.550849985,14.6,34.81151904,106.9944793,15.97793712,41.50629603
5057,Arkansas,Hempstead,4,1,22.17665818,29.1,5.8,63.69145031,2.897800776,18.4,36.67495394,47.7321499,17.96145532,55.76982618
5059,Arkansas,Hot Spring,8,0,20.33352685,36.1,7.2,24.92482459,1.382413088,17.8,32.03729439,57.20904552,18.898549,65.96907937
5061,Arkansas,Howard,9,0,21.85560495,44.5,5.7,10.13126405,2.761341223,12.9,36.30169811,41.98022184,17.94468181,67.51758648
5063,Arkansas,Independence,6,0,19.872211,28.6,7.2,50.65080361,2.93398533,13.8,35.1050094,70.28587928,17.52481554,68.58405872
5065,Arkansas,Izard,2,0,19.6610893,34.5,7.7,49.85397196,2.76635514,13.1,34.40066953,19.27250604,25.79268741,100
5067,Arkansas,Jackson,1,0,22.09812435,43,6,36.11713063,2.491961415,23.8,36.34114182,21.78669587,18.14883112,65.06084347
5069,Arkansas,Jefferson,103,4,21.33182297,40.8,5.4,53.16458966,2.060737527,15.9,38.5844661,93.50525167,17.29013125,30.91625234
5071,Arkansas,Johnson,19,0,20.75246524,39.5,7.6,60.60689115,4.443334998,12.9,32.96143852,64.00623611,16.45351881,71.36648395
5073,Arkansas,Lafayette,3,0,20.14548405,46.2,5.8,13.73446697,0.814940577,29,37.63420737,42.45739189,24.03472014,100
5075,Arkansas,Lawrence,11,1,19.39464182,32.3,6.3,43.1467126,1.801665405,9.3,32.33262622,32.2152993,19.72739443,63.5601493
5077,Arkansas,Lee,2,0,24.77022902,39.4,3.4,43.01611665,1.129943503,16.4,40.02372542,48.93862415,19.6327212,63.50729087
5079,Arkansas,Lincoln,56,0,22.46742069,32.6,5.7,39.01938588,3.654822335,15.5,36.26503716,28.9094348,15.31046851,100
5081,Arkansas,Little River,0,,21.06474717,37.8,6.8,62.1289196,1.040462428,20.8,36.34256874,51.84115064,21.00438098,68.52175234
5083,Arkansas,Logan,2,0,20.39945618,32.8,7.3,72.61665101,1.964285714,18,34.04946392,54.18805017,19.85094539,71.01954995
5085,Arkansas,Lonoke,29,0,18.58597272,43,7.5,46.67915033,2.577418734,12.8,34.06648439,56.37893186,13.31577447,44.81245246
5087,Arkansas,Madison,1,0,20.81386831,34.7,7,47.62359229,2.770700637,12.1,35.52933778,11.1804311,19.07044476,100
5089,Arkansas,Marion,1,0,19.92201061,28.8,7.2,19.31183571,1.710427607,17,36.13313279,14.80892145,28.51333573,100
5091,Arkansas,Miller,27,0,21.4787182,34.3,5.8,64.84285123,1.970008821,12.3,36.8021832,168.4080272,16.89300789,40.01196448
5093,Arkansas,Mississippi,7,0,23.64471247,40.9,5.7,71.74913942,2.465102465,17.3,37.02340697,65.74272381,14.79182327,36.2672117
5095,Arkansas,Monroe,2,0,22.24046123,38.5,5.7,57.000859,2.874432678,17.2,37.71886537,76.45372658,23.20289855,68.97778869
5097,Arkansas,Montgomery,0,,18.47042663,29,6.9,97.94455571,1.659973226,18.8,33.26464271,23.13740349,27.01703272,100
5099,Arkansas,Nevada,1,0,21.28582266,35.6,5.6,40.35789708,3.988603989,14.1,36.39627022,21.1188267,20.63415806,69.17861509
5101,Arkansas,Newton,1,0,19.00781447,32,6.2,59.14765906,2.773497689,10.9,32.69839847,15.19078491,26.5086483,100
5103,Arkansas,Ouachita,5,0,22.84547864,38.1,5.2,41.58116386,3.296170625,15.1,37.70648093,30.98424761,20.37617555,56.35145482
5105,Arkansas,Perry,2,0,18.91697361,33.3,7.4,46.10818574,3.190348526,14.9,32.35304327,23.38303618,20.19899536,100
5107,Arkansas,Phillips,4,1,24.35440722,42.8,2.4,12.70855357,3.016970459,18.7,37.3770475,47.12271395,19.00271784,47.96617181
5109,Arkansas,Pike,2,0,20.06153685,33.6,7,50.71295722,1.720930233,14.3,32.2081253,46.12611096,20.38789469,100
5111,Arkansas,Poinsett,7,0,21.81181141,41.7,5.7,33.836391,4.223864836,20.9,34.90955339,50.6782868,17.9194127,71.13859171
5113,Arkansas,Polk,6,0,20.48396333,33.6,5.7,60.4878521,5.047318612,13.1,34.07349102,47.30292927,22.9986533,73.38592585
5115,Arkansas,Pope,31,0,19.38562868,34.4,7.2,68.08465848,2.835951134,11.1,35.58877726,102.8184549,15.7515625,54.49363604
5117,Arkansas,Prairie,2,0,18.5468038,44.4,5.8,40.67699369,2.704811443,14.8,34.18479049,20.30933712,23.78003468,100
5119,Arkansas,Pulaski,284,10,18.18088941,33.2,6.2,83.641456,1.756304684,11.9,35.16190774,301.0945854,15.5533768,12.27674606
5121,Arkansas,Randolph,8,0,20.48611877,35,6.3,41.46585787,2.527322404,18.8,31.03706456,23.18194538,19.9409405,67.42167066
5123,Arkansas,St. Francis,45,0,24.12771764,42.9,4.5,62.12400028,2.255639098,18.3,39.92509154,29.25305247,16.20346712,51.55354236
5125,Arkansas,Saline,32,1,16.49051872,30.2,7.9,58.64187158,2.099214261,12.7,30.95340714,115.560448,17.75969561,36.16012248
5127,Arkansas,Scott,1,0,20.044697,38.4,7.2,88.48927268,3.783102144,18.2,34.73684973,18.89405756,20.85473399,70.35520342
5129,Arkansas,Searcy,6,0,19.92464737,32.3,6.4,23.33129957,2.003129891,16.3,31.59512502,29.01939088,24.98115104,100
5131,Arkansas,Sebastian,11,0,21.64901995,31.1,7.3,78.22639649,2.964211361,12.4,32.81073693,193.6741075,16.04972095,20.81212623
5133,Arkansas,Sevier,8,0,19.56147979,33.3,7.4,56.32547778,6.411323897,14.4,34.87972941,52.71373243,14.5457728,63.60065658
5135,Arkansas,Sharp,2,0,21.08887981,37.8,6.5,45.09383689,4.098360656,19.5,34.14991673,37.3227364,26.08545434,80.05676552
5137,Arkansas,Stone,7,0,20.45945154,38.9,6.3,57.50363079,1.087613293,21.2,33.8852888,16.13927838,27.42233283,100
5139,Arkansas,Union,17,0,19.92321164,34.6,5.8,48.13516175,5.340250229,13.6,35.98991706,70.51420419,17.9343659,54.50419078
5141,Arkansas,Van Buren,26,2,18.99563214,37.2,7.1,57.42700202,2.124542125,15.4,31.23549904,28.11228434,26.04950913,100
5143,Arkansas,Washington,43,0,18.97260097,29.8,7.5,86.42503632,3.821961301,8.9,34.30567041,178.7460088,11.73568646,25.49479231
5145,Arkansas,White,28,0,19.34556732,31.4,7.3,56.98271836,2.0783236,13.4,34.97186222,69.60273683,16.42638485,54.31781618
5147,Arkansas,Woodruff,1,0,21.44540376,42.1,6.4,49.84848485,2.739726027,26.8,36.06189848,23.86865673,23.14329738,100
5149,Arkansas,Yell,1,0,20.80752636,37.7,7.7,53.82014875,5.073431242,14.1,37.1369807,67.95385015,17.78035756,79.12553527
6001,California,Alameda,907,23,9.732710338,19.4,8.3,99.70223887,6.930772025,6.9,33.45597712,1620.679707,13.82988361,0.388605754
6003,California,Alpine,2,0,14.45512374,23,6.9,100,3.47826087,6.7,31.14815111,4.894819645,25.43142598,100
6005,California,Amador,6,0,10.83218967,29.7,8.2,75.90506944,1.824561404,13.8,30.16504008,50.4993426,26.99895894,60.42372214
6007,California,Butte,15,0,13.76832727,27.2,7,84.23181818,2.941348459,9.8,31.68925688,240.5794235,18.59065278,18.90181818
6009,California,Calaveras,9,0,10.95193564,30.5,8.2,60.44582913,2.003951454,11.7,30.81286168,17.59655406,27.52730143,75.40918864
6011,California,Colusa,3,0,12.21725592,40.5,8.2,74.88211401,8.117816092,21,33.32763457,152.9221679,14.62523697,31.72417013
6013,California,Contra Costa,552,11,9.940587128,24,8.5,96.88491695,4.616297673,8.8,31.6533259,1015.809698,15.77470299,0.792736112
6015,California,Del Norte,2,0,15.1322448,34.4,6.4,89.07025516,3.970354685,10.2,32.53161026,57.39424412,18.03219779,33.67354072
6017,California,El Dorado,34,0,11.22036068,22.5,8.2,89.58123916,2.095365023,8.2,30.57721696,113.8948981,21.1817829,34.69993041
6019,California,Fresno,222,5,13.35890782,31.4,7.7,78.49116019,9.457180545,10.8,34.75548304,335.7416999,12.28006838,10.80520178
6021,California,Glenn,4,0,13.18078902,32.3,8,66.10127303,5.510204082,9.7,34.03111117,132.1948163,15.87692088,40.87191523
6023,California,Humboldt,50,0,14.46850837,29,7.1,85.06421637,3.753026634,8.9,32.17788158,280.5140906,17.87743908,29.75865937
6025,California,Imperial,87,2,12.84001073,34.6,7.2,69.08690869,10.41484716,9.2,33.77175298,225.518287,12.96837103,17.41783553
6027,California,Inyo,12,0,11.83384737,27.7,7.5,41.67475466,1.680250784,9.2,31.95611561,94.29039579,23.40579307,46.43049714
6029,California,Kern,454,3,15.31417715,32.3,7.7,75.93823954,9.097146778,9.3,36.9358562,302.5815404,10.96687646,10.20603098
6031,California,Kings,12,1,14.27052113,29.4,7.8,43.75220614,9.081132752,10.4,35.0561305,117.2553428,10.25065074,10.85160346
